Release Date,Movie Title,Production Budget,Domestic Gross,Worldwide Gross
8/3/2001,Rush Hour 2,90000000,226164286,347425832
12/25/2009,Sherlock Holmes,90000000,209028679,498438212
1/15/2020,Bad Boys For Life,90000000,204417855,424536881
7/1/2009,Ice Age: Dawn of the Dinosaurs,90000000,196573705,886686817
12/12/2018,Spider-Man: Into The Spider-Verse 3D,90000000,190173195,375654619
7/21/2000,What Lies Beneath,90000000,155464351,288693989
2/13/2020,Sonic The Hedgehog,90000000,146066470,304961681
4/8/2011,Rio,90000000,143619809,487519809
7/24/2019,Once Upon a Time…in Hollywood,90000000,142502728,377562039
10/6/2006,The Departed,90000000,132384315,289660619
11/3/2000,Charlie's Angels,90000000,125305545,259736090
6/19/1998,Mulan,90000000,120620254,303500000
8/13/2008,Tropic Thunder,90000000,110515313,191145256
12/20/2011,The Girl with the Dragon Tattoo,90000000,102515793,239373970
7/11/1997,Contact,90000000,100920329,165900000
6/6/2008,You Don't Mess With the Zohan,90000000,100018837,202910991
5/19/1995,Die Hard: With a Vengeance,90000000,100012499,366101666
9/12/2016,The Magnificent Seven,90000000,93432655,162136124
12/18/2015,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956
6/8/2001,Atlantis: The Lost Empire,90000000,84052762,186049020
12/25/2008,Valkyrie,90000000,83107829,203932174
7/16/2015,Pixels,90000000,78765986,244041804
6/29/2001,Artificial Intelligence: AI,90000000,78616689,235900000
11/26/2003,The Haunted Mansion,90000000,75817994,155750628
8/4/2000,Hollow Man,90000000,73209340,191200000
4/22/2005,The Interpreter,90000000,72708161,162753837
8/7/2013,Percy Jackson: Sea of Monsters,90000000,68559554,200859554
7/25/2003,Lara Croft: Tomb Raider: The Cradle of Life,90000000,65653758,157092943
5/27/2016,Now You See Me 2,90000000,65075540,328325007
11/21/2001,Spy Game,90000000,62362560,143049560
4/4/1997,The Saint,90000000,61363304,169400000
3/10/2000,Mission to Mars,90000000,60874615,106000000
3/6/2018,Tomb Raider,90000000,58250803,273477501
12/17/1999,Bicentennial Man,90000000,58220776,87420776
7/7/2004,King Arthur,90000000,51877963,203653524
4/25/1997,Volcano,90000000,47546796,120100000
3/26/1997,The Devil's Own,90000000,42885593,140900000
7/19/2002,K-19: The Widowmaker,90000000,35168966,65716126
8/19/2011,Conan the Barbarian,90000000,21295021,63356133
10/21/2011,The Three Musketeers,90000000,20377913,139877913
4/21/2017,The Promise,90000000,8224288,10551417
11/24/2010,The Nutcracker in 3D,90000000,195459,20466016
12/13/2017,Bright,90000000,0,0
5/14/2021,Army of the Dead,90000000,0,0
5/10/1996,Twister,88000000,241688385,495700000
6/3/2005,Cinderella Man,88000000,61649911,105021488
9/11/2018,The Predator,88000000,51024708,159487563
7/21/2021,Snake Eyes: G.I. Joe Origins,88000000,28264325,34666981
7/8/2005,Fantastic Four,87500000,154696080,333132750
2/9/2001,Hannibal,87000000,165092266,350100280
7/25/2003,Seabiscuit,86000000,120277854,148715342
12/22/2000,Cast Away,85000000,233632142,427230516
11/17/2006,Happy Feet,85000000,198000317,385000317
12/7/2001,Ocean's Eleven,85000000,183417150,450728529
7/23/2004,The Bourne Supremacy,85000000,176087450,311001124
7/25/1997,Air Force One,85000000,172956409,315268353
4/2/2009,Fast & Furious,85000000,155064265,359347833
3/14/2008,Horton Hears a Who,85000000,154529439,299477886
3/21/2014,Divergent,85000000,150947895,276014965
9/27/2012,Hotel Transylvania,85000000,148313048,378223189
4/3/2019,Shazam!,85000000,140371656,363664533
11/21/2007,Enchanted,85000000,127706877,340384141
2/8/2012,Safe House,85000000,126181630,207884401
7/20/2007,I Now Pronounce You Chuck and Larry,85000000,119725280,185708462
6/8/2007,Ocean's Thirteen,85000000,117144465,311744465
12/25/2009,It’s Complicated,85000000,112735375,224614744
11/20/1998,Enemy of the State,85000000,111549836,250649836
9/29/2006,Open Season,85000000,85105259,191932158
11/4/2011,Tower Heist,85000000,78046570,150422946
11/22/2000,102 Dalmatians,85000000,66941559,66941559
3/15/2012,Mirror Mirror,85000000,64935167,173613482
12/8/2006,The Holiday,85000000,63280000,204920447
6/15/2006,The Fast and the Furious: Tokyo Drift,85000000,62615510,157794205
12/9/2005,Memoirs of a Geisha,85000000,57010853,161510853
3/16/2001,Enemy at the Gates,85000000,51396781,96971293
6/18/1993,Last Action Hero,85000000,50016394,137298489
9/26/2003,The Rundown,85000000,47641743,80831893
11/11/2011,Arthur Christmas,85000000,46462469,148227995
1/19/2017,xXx: Return of Xander Cage,85000000,44898413,345033359
11/13/1998,Meet Joe Black,85000000,44650003,44650003
7/30/2010,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383
2/8/2002,Collateral Damage,85000000,40048332,78353508
3/15/2002,Showtime,85000000,37948765,78948765
6/30/1995,Judge Dredd,85000000,34687912,113487912
3/2/2007,Zodiac,85000000,33080084,83080084
8/13/2010,Scott Pilgrim vs. The World,85000000,32841100,49286548
3/28/2003,The Core,85000000,31111260,74120792
5/9/1997,Father's Day,85000000,28681080,35681080
12/11/2017,The Greatest Showman,84000000,174340174,433748957
6/14/2002,Scooby-Doo,84000000,153294164,276294164
7/28/2000,Nutty Professor II: The Klumps,84000000,123307945,166307945
7/19/2013,RED 2,84000000,53262560,141507355
6/23/2006,Click,82500000,137355633,237685089
12/15/2006,Charlotte\'s Web,82500000,82985708,143985708
2/14/2008,Jumper,82500000,80172128,222640812
7/11/2008,Hellboy II: The Golden Army,82500000,75986503,160388063
5/27/2005,The Longest Yard,82000000,158119460,191558505
8/13/2010,The Expendables,82000000,103068524,268268174
2/5/2020,Birds of Prey (And the Fantabulous Emancipation…,82000000,84158461,201852140
7/1/2021,The Boss Baby: Family Business,82000000,57300280,132770829
11/17/2000,The 6th Day,82000000,34543701,96024898
5/23/2003,Bruce Almighty,81000000,242704995,484468608
3/8/2012,The Hunger Games,80000000,408010692,677923379
5/26/2011,The Hangover Part II,80000000,254464305,586764305
5/21/1996,Mission: Impossible,80000000,180981886,457697994
2/2/2017,The Lego Batman Movie,80000000,175750384,310570560
9/23/2015,Hotel Transylvania 2,80000000,169700110,469831205
6/18/1992,Batman Returns,80000000,162833635,266824291
5/24/2019,The Secret Life of Pets 2,80000000,158874395,446275938
5/7/1999,The Mummy,80000000,155385488,416385488
5/19/2006,Over the Hedge,80000000,155019340,343397247
6/21/2002,Lilo & Stitch,80000000,145771527,245800000
5/8/1998,Deep Impact,80000000,140464664,349464664
7/12/2013,Grown Ups 2,80000000,133668525,247023808
12/14/2011,Alvin and the Chipmunks: Chipwrecked,80000000,133107389,349088523
6/20/2008,Get Smart,80000000,130319208,226739416
3/11/2005,Robots,80000000,128200012,260636271
2/19/2010,Shutter Island,80000000,128012934,299461782
12/12/2003,Something's Gotta Give,80000000,124685242,266685242
11/26/2008,Four Christmases,80000000,120146040,168311558
6/27/1997,Face/Off,80000000,112276146,241200000
12/25/2008,Bedtime Stories,80000000,110101975,221468935
7/12/2002,Road to Perdition,80000000,104054514,183354514
2/11/2011,Just Go With It,80000000,103028109,214974953
2/14/2003,Daredevil,80000000,102543518,182782518
9/26/2008,Eagle Eye,80000000,101440743,180585259
6/6/1997,Con Air,80000000,101117573,224117573
12/17/2010,Yogi Bear,80000000,100246011,204774690
12/25/2003,Cold Mountain,80000000,95632614,165173909
1/15/2010,The Book of Eli,80000000,94835059,158750817
11/26/1997,Flubber,80000000,92993801,177993801
7/23/1999,The Haunting,80000000,91188905,180188905
11/15/1996,Space Jam,80000000,90463534,250180384
10/17/2014,Fury,80000000,85817906,210315681
9/21/2018,Smallfoot,80000000,83240103,213682073
2/10/2006,The Pink Panther,80000000,82226474,158926474
7/8/2011,Zookeeper,80000000,80360866,170805525
12/12/2008,The Day the Earth Stood Still,80000000,79366978,237370350
8/8/1997,Conspiracy Theory,80000000,76118990,142783718
6/12/1998,Six Days Seven Nights,80000000,74339294,164800000
5/24/2002,Spirit: Stallion of the Cimarron,80000000,73215310,106515310
6/8/2001,Swordfish,80000000,69772969,147080413
12/31/1999,Fantasia 2000 (Theatrical Release),80000000,69610858,69618634
4/3/1998,Lost In Space,80000000,69117629,136047317
7/30/2004,The Manchurian Candidate,80000000,65948711,96135872
11/22/2006,Déjà Vu,80000000,64038616,181038616
6/24/2005,Bewitched,80000000,63313159,131159306
12/22/2006,The Good Shepherd,80000000,59908565,100378271
3/8/2002,The Time Machine,80000000,56684819,98983590
10/2/1998,What Dreams May Come,80000000,55485043,71485043
12/25/1998,Mighty Joe Young,80000000,50632037,50632037
9/19/2019,Ad Astra,80000000,50188370,135432019
10/28/2005,The Legend of Zorro,80000000,45575336,141475336
11/10/2000,Little Nicky,80000000,39442871,58270391
9/25/2009,Surrogates,80000000,38577772,119668350
6/8/2001,Evolution,80000000,38311134,98341932
8/26/2005,The Brothers Grimm,80000000,37899638,105299638
12/13/1996,Mars Attacks!,80000000,37771017,101371017
4/14/2006,The Wild,80000000,37384046,99010667
12/20/2013,Walking with Dinosaurs,80000000,36076121,123368842
12/22/2000,Thirteen Days,80000000,34566746,66554547
12/6/1996,Daylight,80000000,32908290,158908290
10/21/2015,The Last Witch Hunter,80000000,27367660,130818912
2/21/2014,Pompeii,80000000,23169033,108469033
5/12/2000,Battlefield Earth: A Saga of the Year 3000,80000000,21471685,29725663
11/14/2003,Looney Tunes: Back in Action,80000000,20950820,54540662
12/18/2009,Nine,80000000,19676965,56984219
11/26/2003,Timeline,80000000,19480739,26703184
4/22/2010,Oceans,80000000,19422319,86787530
11/25/1998,Babe: Pig in the City,80000000,18319860,69131860
12/25/1997,The Postman,80000000,17650704,20841123
11/10/2000,Red Planet,80000000,17480890,33463969
1/12/2007,Arthur et les Minimoys,80000000,15132763,113325743
8/17/2007,The Invasion,80000000,15074191,40147042
9/2/2005,A Sound of Thunder,80000000,1900451,6300451
11/1/2019,The Aeronauts,80000000,0,6628720
6/15/1994,The Lion King,79300000,421785283,986214868
2/2/2012,Journey 2: The Mysterious Island,79000000,103860290,318146162
11/11/2011,Jack and Jill,79000000,74158157,150519217
12/21/2001,A Beautiful Mind,78000000,170708996,317668058
9/26/2013,Cloudy with a Chance of Meatballs 2,78000000,119793567,274392649
10/4/2002,Red Dragon,78000000,92955420,206455420
3/5/2004,Hidalgo,78000000,67286731,108086731
7/11/2003,The League of Extraordinary Gentlemen,78000000,66465204,179265204
8/20/2004,Exorcist: The Beginning,78000000,41814863,43957541
10/17/2012,Astérix et Obélix: Au service de Sa Majesté,77600000,0,60680125
7/29/2015,The Little Prince,77500000,1311213,102028919
9/1/2017,Renegades,77500000,0,1521672
7/18/2018,The Equalizer 2,77000000,102084362,190376181
6/26/2013,Despicable Me 2,76000000,368065385,975216835
6/6/2003,2 Fast 2 Furious,76000000,127120058,236410607
12/25/2006,Children of Men,76000000,35552383,69845011
6/30/2000,The Adventures of Rocky & Bullwinkle,76000000,26000610,35129610
5/8/2016,The Secret Life of Pets,75000000,368384330,885302500
7/2/1996,Independence Day,75000000,306169255,817400878
11/7/2018,Dr. Seuss’ The Grinch,75000000,270834950,514602427
11/24/2016,Sing,75000000,270329045,632483611
6/14/2017,Despicable Me 3,75000000,264624300,1032596894
5/22/1997,The Lost World: Jurassic Park,75000000,229086679,618638999
3/31/2006,Ice Age: The Meltdown,75000000,195330621,651899282
5/27/2005,Madagascar,75000000,193595521,556559566
6/25/2010,Grown Ups,75000000,162001186,272223000
9/20/2004,Shark Tale,75000000,161412000,371741123
7/14/2000,X-Men,75000000,157299717,296872367
6/27/2008,Wanted,75000000,134508551,342416460
6/7/1996,The Rock,75000000,134069511,336069511
2/13/2004,50 First Dates,75000000,120776832,196320329
7/18/2018,Mamma Mia: Here We Go Again!,75000000,120634935,399228127
7/20/2007,Hairspray,75000000,118871849,202822861
5/31/2013,Now You See Me,75000000,117723989,342769200
11/18/2021,Ghostbusters: Afterlife,75000000,103673364,146405652
12/15/2006,Dreamgirls,75000000,103365956,155620350
8/3/2018,Christopher Robin,75000000,99215042,197744377
7/23/1999,Inspector Gadget,75000000,97387965,97387965
11/11/2011,Immortals,75000000,83504017,211562435
6/18/2004,The Terminal,75000000,77073959,218673959
2/18/2005,Constantine,75000000,75976178,221593554
7/21/2006,Monster House,75000000,73661010,141267370
12/8/2000,Vertical Limit,75000000,68473360,213500000
12/21/2007,Charlie Wilson’s War,75000000,66661095,119512771
4/16/1999,Life,75000000,64062587,73521587
9/19/2019,Abominable,75000000,60761390,188659191
3/4/2005,Be Cool,75000000,55849401,94944017
12/23/2005,Munich,75000000,47379090,131492772
6/4/2010,Killers,75000000,47059963,95572749
8/12/2015,The Man From U.N.C.L.E.,75000000,45445109,108517735
3/7/2003,Tears of the Sun,75000000,43632458,85632458
7/21/2006,Lady in the Water,75000000,42285169,72785169
12/17/2004,Spanglish,75000000,42044321,54344321
10/12/2001,Bandits,75000000,41523271,71523271
12/17/1999,Anna and the King,75000000,39251128,39251128
7/7/1995,First Knight,75000000,37361412,127361412
3/25/2011,Sucker Punch,75000000,36392502,89758389
3/11/2005,Hostage,75000000,34636443,77636443
10/5/2016,Inferno,75000000,34343574,219519367
6/13/2003,Hollywood Homicide,75000000,30207785,50409753
6/16/2000,Titan A.E.,75000000,22751979,36751979
12/17/2004,Flight of the Phoenix,75000000,21009180,34009180
10/23/1998,Soldier,75000000,14623082,14623082
1/15/1999,Virus,75000000,14010690,30626690
2/23/2001,Monkeybone,75000000,5409517,5409517
8/7/2019,PLAYMOBIL,75000000,1115008,16288031
1/6/2022,The 355,75000000,0,0
6/17/2015,Minions,74000000,336045770,1159631140
1/28/2015,The SpongeBob Movie: Sponge Out of Water,74000000,162994032,311013181
11/22/2000,Unbreakable,73243106,94999143,248099143
8/4/2006,Talladega Nights: The Ballad of Ricky Bobby,73000000,148213377,162870525
5/11/2016,The Angry Birds Movie,73000000,107509366,352327887
8/7/1998,Snake Eyes,73000000,55591409,103891409
2/13/1998,Sphere,73000000,37068294,50168294
7/26/2007,The Simpsons Movie,72500000,183135014,527071022
2/8/2008,Fool’s Gold,72500000,70231041,109362966
7/31/2009,Funny People,72500000,51855045,71880305
9/28/2007,The Kingdom,72500000,47467250,86802457
6/22/2001,Dr. Dolittle 2,72000000,112950721,176101721
5/24/1995,Braveheart,72000000,75545647,209045244
11/4/2005,Jarhead,72000000,62647540,96947540
4/27/2001,Driven,72000000,32616869,54616869
12/21/2001,The Majestic,72000000,27796042,37306334
6/25/2004,Two Brothers,72000000,19176754,62176754
7/30/2004,The Village,71682975,114197520,257641634
6/26/1998,Doctor Dolittle,71500000,144156605,294156605
8/2/2002,Signs,70702619,227969295,408250578
5/19/2004,Shrek 2,70000000,441226247,935253978
5/1/2006,Cars,70000000,244082982,461630558
12/23/2009,Alvin and the Chipmunks: The Squeakquel,70000000,219614612,443483213
9/4/2019,It: Chapter Two,70000000,211593228,469566806
6/22/1988,Who Framed Roger Rabbit?,70000000,154112492,351500000
7/30/1999,Runaway Bride,70000000,152257509,310138178
8/9/2002,xXx,70000000,141930000,267200000
6/8/2018,Ocean’s 8,70000000,140218711,297718711
11/8/1996,Ransom,70000000,136492681,308700000
8/21/2009,Inglourious Basterds,70000000,120774594,316915264
12/11/1991,Hook,70000000,119654823,300854823
7/3/1990,Die Hard 2,70000000,117323878,239813888
8/8/2003,S.W.A.T.,70000000,116877597,207154748
11/10/2017,Daddy’s Home 2,70000000,104029443,175807183
11/19/1999,Sleepy Hollow,70000000,101068340,207068340
12/14/2001,Vanilla Sky,70000000,100614858,202726605
6/13/1997,Hercules,70000000,99112101,250700000
3/20/2013,Olympus Has Fallen,70000000,98927592,172878928
3/11/2011,Battle: Los Angeles,70000000,83552429,213463976
8/13/2004,AVP: Alien Vs. Predator,70000000,80281096,172543519
12/25/2011,War Horse,70000000,79883359,156815529
3/1/2002,We Were Soldiers,70000000,78120196,114658262
2/7/2014,The Monuments Men,70000000,78031620,158702748
9/22/2016,Storks,70000000,72679278,183353431
12/11/1998,Star Trek: Insurrection,70000000,70187658,117800000
12/10/2003,Big Fish,70000000,66432867,123954323
6/17/1994,Wolf,70000000,65011757,131011757
1/20/2012,Underworld: Awakening,70000000,62321039,160379930
9/15/2017,The Lego Ninjago Movie,70000000,59281555,122737201
10/1/2014,Dracula Untold,70000000,55991880,220241723
9/29/2006,The Guardian,70000000,55011732,94973540
8/9/1989,The Abyss,70000000,54243125,54243441
